text,standardized_text,processed_text
The activity created a lesson that used several modes of learning. It allowed the students to bring their own experiences created from the lesson to help connect them with the material in a practical way. The activity also created an opportunity for students to understand a complex idea one small portion at a time through the use of a scaffolding lesson. Each portion of the lesson builds up the students' understanding of the material.,the activity created a lesson that used several modes of learning. it allowed the students to bring their own experiences created from the lesson to help connect them with the material in a practical way. the activity also created an opportunity for students to understand a complex idea one small portion at a time through the use of a scaffolding lesson. each portion of the lesson builds up the students' understanding of the material.,activity create lesson use several mode learn allow student bring experience create lesson help connect material practical way activity also create opportunity student understand complex idea small portion time use scaffolding lesson portion lesson build student understanding material  
"I think that the fact of involving the students with the topic in a technological way, makes them more aware of the objective of the topic. \r\nThe examples given were far more understandable for them than just mentioning them or looking at some pictures of a book. Jennifer makes it even better by using realia (when she asks them to touch the objects around the classroom). I found it really interesting and original.",i think that the fact of involving the students with the topic in a technological way  makes them more aware of the objective of the topic.   the examples given were far more understandable for them than just mentioning them or looking at some pictures of a book. jennifer makes it even better by using realia  when she asks them to touch the objects around the classroom . i found it really interesting and original.,think fact involve student topic technological way make aware objective topic example give far understandable mention look picture book jennifer make even well use realia ask touch object classroom find really interesting original  
"I like the accountability WISE presents. I remember in my chemistry course how I would have to write everything down in the notebook predicting what would happen in the case of any laboratory experiment. However, WISE already has these open and ready for the students. Yet, WISE allows for a choice of what may happen, not concrete answers. After, the activity of touching the iron and chocolate then settles the answer. I like how the students can come to their own conclusion after experimentation. To me, this would have been most effective had I learned that way.",i like the accountability wise presents. i remember in my chemistry course how i would have to write everything down in the notebook predicting what would happen in the case of any laboratory experiment. however  wise already has these open and ready for the students. yet  wise allows for a choice of what may happen  not concrete answers. after  the activity of touching the iron and chocolate then settles the answer. i like how the students can come to their own conclusion after experimentation. to me  this would have been most effective had i learned that way.,accountability wise present remember chemistry course write everything notebook predict happen case laboratory experiment however wise already open ready student yet wise allow choice happen concrete answer activity touch iron chocolate settle answer student come conclusion experimentation effective learn way  
allowing the students to understand the concepts on their own and through personal reflections.,allowing the students to understand the concepts on their own and through personal reflections.,allow student understand concept personal reflection  
"Wise seems to be really helpful since students get actively engadged in their understanding about a certain topic. It was really nice to see how students started predecting about the possible temperature material might have. That's incredible. I think that by using this technology, students become in the protagonist of their own learning process.",wise seems to be really helpful since students get actively engadged in their understanding about a certain topic. it was really nice to see how students started predecting about the possible temperature material might have. that's incredible. i think that by using this technology  students become in the protagonist of their own learning process.,wise seem really helpful student get actively engadged understanding certain topic really nice see student start predecting possible temperature material incredible think use technology student become protagonist learning process  
"Chunking, visuals, the ability to go through cycles of inquiry quickly (kind of like fast prototyping)",chunking  visuals  the ability to go through cycles of inquiry quickly  kind of like fast prototyping ,chunk visuals ability go cycle inquiry quickly kind fast prototyping 
"To reflect on various scenarios and collaborate with partners, using simulations and making and testing their predictions. The teacher can access all of their ideas using the assessment tool and bring it on the front projector for discussion",to reflect on various scenarios and collaborate with partners  using simulations and making and testing their predictions. the teacher can access all of their ideas using the assessment tool and bring it on the front projector for discussion,reflect various scenario collaborate partner use simulation make test prediction teacher access idea use assessment tool bring front projector discussion 
The student can using all of sense on body. It cause them can think more deeply and widely.,the student can using all of sense on body. it cause them can think more deeply and widely.,student use sense body cause think deeply widely  
more easily to understand the topics for the students with visual presentations\r\n,more easily to understand the topics for the students with visual presentations  ,easily understand topic student visual presentation 
It helps in making predictions and noticing the applications of a concept,it helps in making predictions and noticing the applications of a concept,help make prediction notice application concept 
use of simulation and hand on activities and sharing of results with discussions on some selected questions. ,use of simulation and hand on activities and sharing of results with discussions on some selected questions. ,use simulation hand activity sharing result discussion select question  
"guidness\r\nmake and test the student predictions\r\nstudents can use a simulations \r\nmaking predictions\r\nnot only tell the kids the right anser but it encourage them to investigate,measure, think about the possible explanations \r\nkeeping the kids track  collecting there reflections and measurements and scaffolding their learning\r\n",guidness  make and test the student predictions  students can use a simulations   making predictions  not only tell the kids the right anser but it encourage them to investigate measure  think about the possible explanations   keeping the kids track  collecting there reflections and measurements and scaffolding their learning  ,guidness make test student prediction student use simulation make prediction tell kid right anser encourage investigate measure think possible explanation keep kid track collect reflection measurement scaffold learning 
"I believe that WISE has 2 important features that helped students learn the topic at hand: \r\n\r\n1. The layout of the lesson, where the lesson was divided into smaller concepts and introduced each concept through a small activity.\r\n\r\n2. Visual support where students will be able to see how things work or interact. ",i believe that wise has  important features that helped students learn the topic at hand      . the layout of the lesson  where the lesson was divided into smaller concepts and introduced each concept through a small activity.    . visual support where students will be able to see how things work or interact. ,believe wise important feature help student learn topic hand layout lesson lesson divide small concept introduce concept small activity  visual support student able see thing work interact  
"I think that chunking, breaking concepts into small, approachable pieces has always proved effective for many students. We want students to understand the concepts and think about what the question entails. Some students are able to perform multi-step computations because they're good at memorizing and performing rote steps. This is not the best way for students to understand and learn the beauty of mathematics. They need time to be able to generate the overall picture and how different parts of mathematics are integrated.",i think that chunking  breaking concepts into small  approachable pieces has always proved effective for many students. we want students to understand the concepts and think about what the question entails. some students are able to perform multi step computations because they're good at memorizing and performing rote steps. this is not the best way for students to understand and learn the beauty of mathematics. they need time to be able to generate the overall picture and how different parts of mathematics are integrated.,think chunk break concept small approachable piece always prove effective many student want student understand concept think question entail student able perform multi step computation good memorize perform rote step best way student understand learn beauty mathematics need time able generate overall picture different part mathematics integrate  
"- Divide the task into smaller pieces and then put them together in order to give coherence and understanding.\r\n- Make use of scientific experimentation with pre issues and post experiment with increasing difficulty levels.\r\n- Relate the concepts to students' daily facts (which is the part where they have greater difficulty, as I have noticed in my daily practice).",  divide the task into smaller pieces and then put them together in order to give coherence and understanding.    make use of scientific experimentation with pre issues and post experiment with increasing difficulty levels.    relate the concepts to students' daily facts  which is the part where they have greater difficulty  as i have noticed in my daily practice .,task small piece put together order give coherence understanding make use scientific experimentation pre issue post experiment increase difficulty level relate concept student daily fact part great difficulty notice daily practice  
The aspect of getting the students engaged while also learning. They get the fact and experience it. In this type of learning students do not only absorb the facts but live with them.,the aspect of getting the students engaged while also learning. they get the fact and experience it. in this type of learning students do not only absorb the facts but live with them.,aspect get student engage also learn get fact experience type learn student absorb fact live  
"The possibility to compare processes, hand-on activities, visual dynamism of experiments.",the possibility to compare processes  hand on activities  visual dynamism of experiments.,possibility compare process hand activity visual dynamism experiment  
"ETF students are accelerated in science, starting in grade seven.\r\nSo even though I'm technically teaching a grade seven course,\r\nI'm actually covering two years worth of science curriculum.\r\nI've got two other colleagues that I'm collaborating with,\r\nand overall, we've got four sections of science.\r\n",etf students are accelerated in science  starting in grade seven.  so even though i'm technically teaching a grade seven course   i'm actually covering two years worth of science curriculum.  i've got two other colleagues that i'm collaborating with   and overall  we've got four sections of science.  ,etf student accelerate science starting grade even technically teach grade course actually cover year science curriculum get colleague collaborate overall get section science  
I really like the use of interactive diagrams in helping students visualize difficult-to-readily-understand science concepts.,i really like the use of interactive diagrams in helping students visualize difficult to readily understand science concepts.,really use interactive diagram help student visualize difficult readily understand science concept  
"From viewing the video I learned that WISE activity allows students to be engaged using a web-based program, it allows them to collaborate, make predictions, and to receive feedback from the teacher, who can follow after their progress and their understanding of the concepts.\r\nWISE provides visual to help students understand concepts. \r\n",from viewing the video i learned that wise activity allows students to be engaged using a web based program  it allows them to collaborate  make predictions  and to receive feedback from the teacher  who can follow after their progress and their understanding of the concepts.  wise provides visual to help students understand concepts.   ,view video learn wise activity allow student engage use web base program allow collaborate make prediction receive feedback teacher follow progress understanding concept wise provide visual help student understand concept  
The control over the curriculum also the use of the visual learning.,the control over the curriculum also the use of the visual learning.,control curriculum also use visual learning  
"I realize that reflect on various scenarios, collaborate with partners, make and test the possibilities, use simulations to compare, predict, give meaning to the concepts and approach the student's knowledge through the possible combinations that this activity has at WISE. Not only information transmitted to the students, the WISE enables knowledge is presented in a concrete way for the student, which can assist students in learning through associations, which seems to me fundamental. Also the fact after the simulations can touch the objects involved and experience the situation transformed the experience and probably the concepts have greater meaning. Transform our students into research must be one of the teacher's goals and how the WISE project was created not only to say the right answer to the children but to encourage them to research, assess and think about the possible explanations, I consider fundamental for students live those possibilities.",i realize that reflect on various scenarios  collaborate with partners  make and test the possibilities  use simulations to compare  predict  give meaning to the concepts and approach the student's knowledge through the possible combinations that this activity has at wise. not only information transmitted to the students  the wise enables knowledge is presented in a concrete way for the student  which can assist students in learning through associations  which seems to me fundamental. also the fact after the simulations can touch the objects involved and experience the situation transformed the experience and probably the concepts have greater meaning. transform our students into research must be one of the teacher's goals and how the wise project was created not only to say the right answer to the children but to encourage them to research  assess and think about the possible explanations  i consider fundamental for students live those possibilities.,realize reflect various scenario collaborate partner make test possibility use simulation compare predict give meaning concept approach student knowledge possible combination activity wise information transmit student wise enable knowledge present concrete way student assist student learn association seem fundamental also fact simulation touch object involve experience situation transform experience probably concept great meaning transform student research teacher goal wise project create say right answer child encourage research ass think possible explanation consider fundamental student live possibility  
Using the WISE activity in class enables students to reflect on their work and colaborate with peers. Both reflection and colaboration are essential in students learning and understanding of the material given.,using the wise activity in class enables students to reflect on their work and colaborate with peers. both reflection and colaboration are essential in students learning and understanding of the material given.,use wise activity class enables student reflect work colaborate peer reflection colaboration essential student learn understanding material give  
"Using WISE they can use webs, collaborate with other students and reflect on what they have done. And as with inquiry instead of the teacher asking a question and giving the answer they are letting the students conduct their own investigation. The teach was able to flag question and bring them up in class anonymously letting students feel comfortable and giving them the opportunity to have a discussion. ",using wise they can use webs  collaborate with other students and reflect on what they have done. and as with inquiry instead of the teacher asking a question and giving the answer they are letting the students conduct their own investigation. the teach was able to flag question and bring them up in class anonymously letting students feel comfortable and giving them the opportunity to have a discussion. ,use wise use webs collaborate student reflect inquiry instead teacher ask question give answer let student conduct investigation teach able flag question bring class anonymously let student feel comfortable give opportunity discussion  
"Some of these aspects are:\r\n* Engage the students in discussions about the topic, then they gained more interest to learn it.\r\n*Students could share relevant information and their point of views, discussing each element from the topic.\r\n*Web based activities like WISE activities allowed students collaborate with partners, make some predictions about experiments and interact with concepts.\r\n*Different kind of informations gathered in this activity and showed through images, text, questions and interactive designs stimulate studentÈs learning.\r\n",some of these aspects are   * engage the students in discussions about the topic  then they gained more interest to learn it.  *students could share relevant information and their point of views  discussing each element from the topic.  *web based activities like wise activities allowed students collaborate with partners  make some predictions about experiments and interact with concepts.  *different kind of informations gathered in this activity and showed through images  text  questions and interactive designs stimulate studentès learning.  ,aspect engage student discussion topic gain interest learn student share relevant information point view discuss element topic web base activity wise activity allow student collaborate partner make prediction experiment interact concept different kind information gather activity show image text question interactive design stimulate student ès learn  
"I think students were enganged to the hole activity because they've seen what happen before they tryit in real life, it was like a book of what happen if you?... and then children had a lot of new ideas to probe and catch the assesment.",i think students were enganged to the hole activity because they've seen what happen before they tryit in real life  it was like a book of what happen if you ... and then children had a lot of new ideas to probe and catch the assesment.,think student enganged hole activity see happen tryit real life book happen   child lot new idea probe catch assesment  
let the student to think and investigate and find the truth ,let the student to think and investigate and find the truth ,let student think investigate find truth 
wise is a good platform to learn thermodynamics through vision and through interactive teaching,wise is a good platform to learn thermodynamics through vision and through interactive teaching,wise good platform learn thermodynamics vision interactive teaching 
WISE helped students to visualize the subject by videos and simulations. Students work in groups and ask questions. By this way teacher can figure out the topics students can or cannot understand.  ,wise helped students to visualize the subject by videos and simulations. students work in groups and ask questions. by this way teacher can figure out the topics students can or cannot understand.  ,wise help student visualize subject video simulation student work group ask question way teacher figure topic student cannot understand  
"The most effective aspect of WISE was that it let the students learn things by trying them on their own. This would take them to the whole process of understanding in a natural way for the brain, which leads to deeper understanding, and everybody had a chance to get to results and answers at a different pace without worrying about who gets it right first and who never gets it at all because they did not have enough time to think about it on their own. ",the most effective aspect of wise was that it let the students learn things by trying them on their own. this would take them to the whole process of understanding in a natural way for the brain  which leads to deeper understanding  and everybody had a chance to get to results and answers at a different pace without worrying about who gets it right first and who never gets it at all because they did not have enough time to think about it on their own. ,effective aspect wise let student learn thing try take whole process understand natural way brain lead deeper understanding everybody chance get result answer different pace worry get right first never get enough time think  
To explane and give evidence in lectures to be more strong to discuss with colleague,to explane and give evidence in lectures to be more strong to discuss with colleague,explane give evidence lecture strong discuss colleague 
The activities where the students conducted experiments under different circumstances. It allowed them to gain a better understanding of the concepts. ,the activities where the students conducted experiments under different circumstances. it allowed them to gain a better understanding of the concepts. ,activity student conduct experiment different circumstance allow gain good understanding concept  
"Capacity building and institutional strengthening, long term benefit; Sustainability, transferability, participatory process, consensus building and effective and efficient communication process.",capacity building and institutional strengthening  long term benefit  sustainability  transferability  participatory process  consensus building and effective and efficient communication process.,capacity building institutional strengthening long term benefit sustainability transferability participatory process consensus building effective efficient communication process  
"The technology-enhanced inquiry carried out using an activity from WISE led to students working collaboratively to find answers. The students did so as autonomous learners. The site allowed the teacher to collect students responses and questions while they were working on the different activities. The focus was on the students' process of learning. The students could predict and later on test their predictions by touching the different materials to check the different temperatures. The  kids were encouraged to investigare, measure and in doing so they were able to come to conclusions. The teacher didn't lecture on the topic of thermodynamics,  but rather she let her students discover for themselves. ",the technology enhanced inquiry carried out using an activity from wise led to students working collaboratively to find answers. the students did so as autonomous learners. the site allowed the teacher to collect students responses and questions while they were working on the different activities. the focus was on the students' process of learning. the students could predict and later on test their predictions by touching the different materials to check the different temperatures. the  kids were encouraged to investigare  measure and in doing so they were able to come to conclusions. the teacher didn't lecture on the topic of thermodynamics   but rather she let her students discover for themselves. ,technology enhance inquiry carry use activity wise lead student work collaboratively find answer student autonomous learner site allow teacher collect student response question work different activity focus student process learn student predict later test prediction touch different material check different temperature kid encourage investigare measure able come conclusion teacher lecture topic thermodynamics rather let student discover  
"The WISE activity was effective in breaking down complex lessons by using visual representations like animations, asking questions that lead to a better understanding of the concept, ",the wise activity was effective in breaking down complex lessons by using visual representations like animations  asking questions that lead to a better understanding of the concept  ,wise activity effective break complex lesson use visual representation animation ask question lead good understanding concept 
I believe the connection with real life.this one is most important thing so that we as teachers help the students realise more complex consepts as math.,i believe the connection with real life.this one is most important thing so that we as teachers help the students realise more complex consepts as math.,believe connection real life important thing teacher help student realise complex consepts math  
The breaking of the material into small topics that scaffolded their integration into more complex topics. The greater time the teacher had to talk with individuals and small groups.,the breaking of the material into small topics that scaffolded their integration into more complex topics. the greater time the teacher had to talk with individuals and small groups.,breaking material small topic scaffold integration complex topic great time teacher talk individual small group  
Some aspects of the WISE activity that are most effective are the simulations and the way that the students can make predictions and prove their thoughts.,some aspects of the wise activity that are most effective are the simulations and the way that the students can make predictions and prove their thoughts.,aspect wise activity effective simulation way student make prediction prove thought  
Students can presume when they are learning from WISE and then they can check if their presunctions were correct in class or in a lab. They also build their own understanding.,students can presume when they are learning from wise and then they can check if their presunctions were correct in class or in a lab. they also build their own understanding.,student presume learn wise check presunctions correct class lab also build understanding  
I guess the practical demo and the simulations are the most effective aspects of the activity,i guess the practical demo and the simulations are the most effective aspects of the activity,guess practical demo simulation effective aspect activity 
"Considering my undergrad students, I guess the most effective aspect would be interactive visualizations.",considering my undergrad students  i guess the most effective aspect would be interactive visualizations.,consider undergrad student guess effective aspect interactive visualization  
The interaction students had with the simulations where they were able to experiment and check their understanding as well as demonstrate their ideas.,the interaction students had with the simulations where they were able to experiment and check their understanding as well as demonstrate their ideas.,interaction student simulation able experiment check understanding well demonstrate idea  
Aspects of the WISE activity were most effective in terms of helping students learn the topics:\r\n- interactivity\r\n- control,aspects of the wise activity were most effective in terms of helping students learn the topics     interactivity    control,aspect wise activity effective term help student learn topic interactivity control 
"I really liked the opportunity for students to make predictions and then test those predicted. I think students benefit greatly from the various simulations. Tracking is a great feature. The ability to pause is wonderful, as is the ability to share feedback and comments. Student engagement findings were very strong and promising. Interesting to learn that visual demonstrations were much less effective. ",i really liked the opportunity for students to make predictions and then test those predicted. i think students benefit greatly from the various simulations. tracking is a great feature. the ability to pause is wonderful  as is the ability to share feedback and comments. student engagement findings were very strong and promising. interesting to learn that visual demonstrations were much less effective. ,really like opportunity student make prediction test predict think student benefit greatly various simulation tracking great feature ability pause wonderful ability share feedback comment student engagement finding strong promising interest learn visual demonstration much less effective  
The WISE has a visual and dynamic resource which provided to students an interaction with heat conduction. Traditionally students learn through books or expositive classes. The use of technology makes necessary rethinking the time and restructure the topics that will be exposed in class. Using the WISE activity has optimized the time and then it has motivated students to investigate heat conduction. The students can simulate heat exchange between different objects made of metal and wood. Through interaction it was visible the advancement and understanding of class about worked content.,the wise has a visual and dynamic resource which provided to students an interaction with heat conduction. traditionally students learn through books or expositive classes. the use of technology makes necessary rethinking the time and restructure the topics that will be exposed in class. using the wise activity has optimized the time and then it has motivated students to investigate heat conduction. the students can simulate heat exchange between different objects made of metal and wood. through interaction it was visible the advancement and understanding of class about worked content.,wise visual dynamic resource provide student interaction heat conduction traditionally student learn book expositive class use technology make necessary rethink time restructure topic expose class use wise activity optimize time motivate student investigate heat conduction student simulate heat exchange different object make metal wood interaction visible advancement understanding class worked content  
The simulators is the best tool for learning. The oportunity of real experience is very very important for learning. The youngers like experience and sharing.,the simulators is the best tool for learning. the oportunity of real experience is very very important for learning. the youngers like experience and sharing.,simulator best tool learn oportunity real experience important learn youngers experience sharing  
"Students were able to make their own predictions through a WISE activity and they were able to use simulations to play with their ideas. They were also able to collaborate as a group and share their ideas through the WISE activity, which encourages classroom discussion on the topic.",students were able to make their own predictions through a wise activity and they were able to use simulations to play with their ideas. they were also able to collaborate as a group and share their ideas through the wise activity  which encourages classroom discussion on the topic.,student able make prediction wise activity able use simulation play idea also able collaborate group share idea wise activity encourage classroom discussion topic  
WISE activity is useful of science topics and to construct the concept very easily. With WISE the scare and difficulty of science concept can make easy and first hand experience. Learners can recall and re-apply for different concepts. It's really very useful for most of the concept's clarification.,wise activity is useful of science topics and to construct the concept very easily. with wise the scare and difficulty of science concept can make easy and first hand experience. learners can recall and re apply for different concepts. it's really very useful for most of the concept's clarification.,wise activity useful science topic construct concept easily scare difficulty science concept make easy first hand experience learner recall apply different concept really useful concept clarification  
that we don't need to give them answers instead they can search to find it,that we don't need to give them answers instead they can search to find it,need give answer instead search find 
WISE activity helped students visualize the concept of heat through all these simulations and offered them the opportunity to break the heat concept to manageable  smaller concepts.,wise activity helped students visualize the concept of heat through all these simulations and offered them the opportunity to break the heat concept to manageable  smaller concepts.,wise activity help student visualize concept heat simulation offer opportunity break heat concept manageable small concept  
how they can make predictions about the behavior of heat through different materials. That way the teacher is able to route the final conclusions based on as students logic works vs. reality,how they can make predictions about the behavior of heat through different materials. that way the teacher is able to route the final conclusions based on as students logic works vs. reality,make prediction behavior heat different material way teacher able route final conclusion base student logic work vs reality 
I like the way that students can experiment and they have to make predictions. This shows very well how they are really learning the material.,i like the way that students can experiment and they have to make predictions. this shows very well how they are really learning the material.,way student experiment make prediction show well really learn material  
"I think the interactive aspects of the tool, made easy to teach, that challenging subject. Also the WISE flexibility in terms of making changes helped Jennifer to adapt the platform for the students.  ",i think the interactive aspects of the tool  made easy to teach  that challenging subject. also the wise flexibility in terms of making changes helped jennifer to adapt the platform for the students.  ,think interactive aspect tool make easy teach challenge subject also wise flexibility term make change help jennifer adapt platform student  
"aspects of the WISE activity that I thought were most effective \r\ndon't just try to tell the kids the right answer,but rather they encourage them to investigate, measure, and think about the possible explanations.\r\nWISE makes it easy for me to access the various kinds of ideas that students are bringing into the lesson and track the way that their understanding develops.\r\nuse the assessment tool to send them quick comments about their work.\r\nWISE does a good job of keeping the kids track, collecting their reflections and measurements, and scaffolding their learning.\r\nThe WISE lesson let students really develop a deeper understanding of the concept of heat.",aspects of the wise activity that i thought were most effective   don't just try to tell the kids the right answer but rather they encourage them to investigate  measure  and think about the possible explanations.  wise makes it easy for me to access the various kinds of ideas that students are bringing into the lesson and track the way that their understanding develops.  use the assessment tool to send them quick comments about their work.  wise does a good job of keeping the kids track  collecting their reflections and measurements  and scaffolding their learning.  the wise lesson let students really develop a deeper understanding of the concept of heat.,aspect wise activity think effective try tell kid right answer rather encourage investigate measure think possible explanation wise make easy access various kind idea student bring lesson track way understanding develops assessment tool send quick comment work wise good job keep kid track collect reflection measurement scaffold learning wise lesson let student really develop deep understanding concept heat  
Animations of the concepts\r\nStructuring the students work\r\nAssessment and reporting to the teacher,animations of the concepts  structuring the students work  assessment and reporting to the teacher,animation concept structure student work assessment reporting teacher 
I thought that the visual simulations were helpful as well as the tailoring teachers are allowed to do. I like that you are able to edit the questions on the platform and the overall lessons. This allows for the teacher to meet the interest and needs of students.,i thought that the visual simulations were helpful as well as the tailoring teachers are allowed to do. i like that you are able to edit the questions on the platform and the overall lessons. this allows for the teacher to meet the interest and needs of students.,think visual simulation helpful well tailoring teacher allow able edit question platform overall lesson allow teacher meet interest need student  
I think it's good to have posibilities to try possibilities in the web and don't get hurt. The students could try different options and don't get hurt.,i think it's good to have posibilities to try possibilities in the web and don't get hurt. the students could try different options and don't get hurt.,think good posibilities try possibility web get hurt student try different option get hurt  
"The most effective aspects are the possibilities for try, testing your questions. The site gives possibilities for various tests, which arouses the curiosity of the student.",the most effective aspects are the possibilities for try  testing your questions. the site gives possibilities for various tests  which arouses the curiosity of the student.,effective aspect possibility try test question site give possibility various test arouse curiosity student  
"The concept which was linked to real life experience was most effective , students will learn and enquire about the topic and will edify their misconception.",the concept which was linked to real life experience was most effective   students will learn and enquire about the topic and will edify their misconception.,concept link real life experience effective student learn enquire topic edify misconception  
By participating in the investigation students contribute to the teaching and learning environment. I think empowering the student in the search for knowledge is the the most effective way of engaging a student. ,by participating in the investigation students contribute to the teaching and learning environment. i think empowering the student in the search for knowledge is the the most effective way of engaging a student. ,participate investigation student contribute teaching learning environment think empower student search knowledge effective way engage student  
Some aspects of the WISE activity will make the students think creatively. Students have questions at the back thier mind that make Jennifer more enthusiastic to modify the lessons.The simulations make the students excited and more eager to do the activitie because its a first hand activity that they can learn . They are the once doing the expriment themselves.,some aspects of the wise activity will make the students think creatively. students have questions at the back thier mind that make jennifer more enthusiastic to modify the lessons.the simulations make the students excited and more eager to do the activitie because its a first hand activity that they can learn . they are the once doing the expriment themselves.,aspect wise activity make student think creatively student question back thier mind make jennifer enthusiastic modify lesson simulation make student excite eager activitie first hand activity learn expriment  
"I think the most effective idea was not to answer the questions first but to let them think investigate,measure and think the possible explanations and later discuss about it taking each groups views. It will help them understand the topics much deeper.",i think the most effective idea was not to answer the questions first but to let them think investigate measure and think the possible explanations and later discuss about it taking each groups views. it will help them understand the topics much deeper.,think effective idea answer question first let think investigate measure think possible explanation later discuss take group view help understand topic much deep  
"questions for personal reflections, collaboration with peers, visual examples, monitoring their progress",questions for personal reflections  collaboration with peers  visual examples  monitoring their progress,question personal reflection collaboration peer visual example monitor progress 
Simulation of real things  and maybe it's kinda of brain storming which help student to memorize the info. ,simulation of real things  and maybe it's kinda of brain storming which help student to memorize the info. ,simulation real thing maybe kinda brain storming help student memorize info  
"It gives the student to think, visualize  and feel the concept behind the thing happening around them.\r\nIt provides better understanding of the topics.\r\nWISE help you in managing the topic to make it more understandable.",it gives the student to think  visualize  and feel the concept behind the thing happening around them.  it provides better understanding of the topics.  wise help you in managing the topic to make it more understandable.,give student think visualize feel concept thing happen provide well understanding topic wise help manage topic make understandable  
The interaction appears to be the most effective aspects that can help in WISE activity to achieve best of the results needed in particular activity.,the interaction appears to be the most effective aspects that can help in wise activity to achieve best of the results needed in particular activity.,interaction appear effective aspect help wise activity achieve best result need particular activity  
I thought the experiential learning embedded in the WISE activity and the computer-animated illustrations specific to each example were most effective. I also think that the edit options embedded in the WISE activity design could be extremely effective in personalizing the lesson to the students' needs and lives. ,i thought the experiential learning embedded in the wise activity and the computer animated illustrations specific to each example were most effective. i also think that the edit options embedded in the wise activity design could be extremely effective in personalizing the lesson to the students' needs and lives. ,think experiential learning embed wise activity computer animate illustration specific example effective also think edit option embed wise activity design extremely effective personalize lesson student need life  
experimenting freely like touching the metals and reflecting on it,experimenting freely like touching the metals and reflecting on it,experiment freely touch metal reflect 
all the aspects were good all the aspects were good all the aspects were good,all the aspects were good all the aspects were good all the aspects were good,aspect good aspect good aspect good 
"- it allowed students to set up, run simulations and observe the results for concepts that were hard to visualise or see in a lab setting. They had to estimate result and then asses the actual result: this was a deeper learning experience than watching the teacher talk, or model through labs.\r\n- the WYSE program broke up the class into small chunks: students could work through it at their individual pace and level of knowledge (Zone of Proximal Development) and be scaffolded by the course and the teacher.\r\n- the interactive , Q&A nature of the material allowed the teacher to see where the students were struggling and then she could expand or change tack to help the learners meet the class's goal.",  it allowed students to set up  run simulations and observe the results for concepts that were hard to visualise or see in a lab setting. they had to estimate result and then asses the actual result  this was a deeper learning experience than watching the teacher talk  or model through labs.    the wyse program broke up the class into small chunks  students could work through it at their individual pace and level of knowledge  zone of proximal development  and be scaffolded by the course and the teacher.    the interactive   q&a nature of the material allowed the teacher to see where the students were struggling and then she could expand or change tack to help the learners meet the class's goal.,allow student set run simulation observe result concept hard visualise see lab setting estimate result asses actual result deep learning experience watch teacher talk model lab wyse program break class small chunk student work individual pace level knowledge zone proximal development scaffold course teacher interactive q nature material allow teacher see student struggle expand change tack help learner meet class goal  
